ID,Source PDF,Text Chunk,Chunk Word Count,Chunk Char Count,Relevant to UPSC,GS Paper,Syllabus Topic,Crux
UPSC_0173_1_20260213,TH Delhi 04-02-2026 (1) (2) (1).pdf,". tors such as textiles, apparel, footwear, leather industrial decade. In steel, India already The next industrial revolution will be written and engineering goods that had been hurting produces approximately 30% of steel through in electrons, not molecules. India must ensure from the 50% tariﬀs. These sectors already stand EAFs, as compared to approximately 70% in the that it is not left behind. to gain from the India-European Union trade deal, which Mr. Goyal has assured will come into eﬀect this year. The tariﬀs they will face in the U.S. will likely still be slightly higher than those enjoyed by competitors in the South-East Asian countries due to their Most-Favoured Nation sta- AI’s next investment cycle belongs to applications tus. Yet, the new deal stands to certainly enhance their competitiveness, and the targeted announ- he artiﬁcial intelligence (AI) industry has there were 265 private equity deals involving AI are worth serious investment",152,963,True,GS3,Science and Technology - Developments and their Applications and Effects in Everyday Life,"**What happened:** The article highlights the significance of the next industrial revolution being driven by electronics and artificial intelligence (AI), with India needing to ensure it is not left behind. The AI industry is seeing substantial investment, with 265 private equity deals involving AI. **Static concept:** This relates to GS3 topics: advancements in technology, AI applications, and their economic implications. **Why it matters for UPSC:** This topic is relevant for discussing the role of AI in economic development, the need for technological adaptation in industries, and the potential for AI to drive future industrial growth. It can be used to explore the challenges and opportunities AI presents for India. **Possible question angle:** 'Evaluate the role of artificial intelligence in shaping the future of industrial growth in India and the challenges it poses for policymakers.'"
UPSC_0174_0_20260213,TH Delhi 04-02-2026 (1) (2) (1).pdf,". cements in the Union Budget 2026 should also reached a crossroads. For years, applications, a 65% increase from the previous The free market distributes resources well help bridge this narrower gap. T companies poured money into year, and 78% were add-on acquisitions for when investors focus on fundamentals, beyond infrastructure such as data centres, chips and existing portfolio companies. Strategic mergers mere stories. Revenue, customer retention, underlying models. Now, the big question is not and acquisitions in AI hit record highs by Q3, with growth rates and paths to proﬁtability matter Unfriendly vibes about AI working, but whether it can be deal values up 242% from the year before. again. Right now, circular ﬁnancing obscures true Politics is playing an oversized role in proﬁtable. The solution lies in concrete AI Arindam demand",133,851,False,Not Applicable,Not Applicable,Not Applicable
UPSC_0175_0_20260213,TH Delhi 04-02-2026 (1) (2) (1).pdf,". The solution lies in concrete AI Arindam demand. For instance, of Microsoft’s reported applications, and not just having more training or Goswami Where the real value is Azure AI revenue, quite a lot comes from the ICC T20 World Cup larger GPU clusters. Real value is emerging in the departmental AI OpenAI’s spending on compute at heavily is a Research Analyst uch water has ﬂowed down the Indus in the High Tech segment. In 2025, coding tools made up $4 billion discounted rates that essentially cover only since 1947, and yet India and Pakistan AI infrastructure versus AI applications Geopolitics of the $7.3 billion departmental AI market, Microsoft’s costs. Applications break this pattern M are stuck in a time warp when it comes In 2025, companies spent around $320 billion on Programme at making them the largest segment. Half of all because they generate revenue from outside the to border conﬂicts and cricketing ties. The latest AI infrastructure",159,960,False,Not Applicable,Not Applicable,Not Applicable
UPSC_0176_0_20260213,TH Delhi 04-02-2026 (1) (2) (1).pdf,". The latest AI infrastructure. Despite this huge investment, The Takshashila developers now use AI coding tools every day, a circular ﬁnancing loop. salvo ﬁred by Pakistan is centred around its refu- foundation model businesses have thin proﬁt Institution, Bengaluru number which rises to 65% in top-performing sal to play against India in the ICC Twenty20 margins. High inference costs cut into revenue companies. When ServiceNow bought Core issues World Cup ﬁxture in Colombo on February 15. In and competition keeps prices down. For Moveworks or Nvidia purchased several AI For governments, the next phase will raise tough a bizarre turn of events, India’s western neigh- instance, OpenAI reached $13 billion in startups, these were not infrastructure deals",118,761,False,Not Applicable,Not Applicable,Not Applicable
UPSC_0177_0_20260213,TH Delhi 04-02-2026 (1) (2) (1).pdf,". questions about competition, especially as bour has taken oﬀence to the fact that Bangla- annualised revenue by August 2025 but still lost They were investments in companies that help foundation model providers begin to build their desh was denied a neutral venue and was also $5 billion in 2024. This approach is not customers achieve real business results with AI. own applications. When OpenAI launches coding scratched out of the championship. The logic be- sustainable; it is a short-term ﬁx supported by The foundation model landscape itself tells the tools or Anthropic develops enterprise solutions, ing if Pakistan can be given a neutral venue in Sri venture capital and corporate money hoping for application story. Anthropic now commands 40% it puts pressure on independent application Lanka, the same concession could have been better returns. of enterprise LLM spending, up from 24% last builders who do not have the same infrastructure granted to Bangladesh",154,973,False,Not Applicable,Not Applicable,Not Applicable
UPSC_0178_0_20260213,TH Delhi 04-02-2026 (1) (2) (1).pdf,". However, Pakistan’s ﬁx- The story is diﬀerent for AI applications. In year and 12% in 2023, while OpenAI’s enterprise advantages. Copyright issues are also becoming tures were ﬁxed a long time ago, while Bangla- 2025, businesses spent $19 billion on AI share fell to 27% from 50% in 2023. Anthropic did more important as the source of training data desh’s sudden insistence on shifting its prelimin- applications, making up more than half of all this by dominating coding applications, where it becomes a key legal concern. Privacy rules will ary games outside India came too late and proved generative AI spending. This is over 6% of the holds a market share of 54% compared to need to adapt to address AI agents that access to be a logistical nightmare. But it would be sim- total software market, reached just three years OpenAI’s 21%. Applications drive infrastructure large amounts of personal and business plistic to only just blame India’s neighbours on after ChatGPT was launched",165,989,False,Not Applicable,Not Applicable,Not Applicable
UPSC_0179_0_20260213,TH Delhi 04-02-2026 (1) (2) (1).pdf,". More importantly, adoption and foundation models, not the other information. either side for political posturing: this current this spending proves real market demand: way around. Morgan Stanley reports that Policymakers should not hurry into strict mess aﬀecting a global cricketing tournament companies are no longer only testing AI. They are generative AI reached a 34% contribution margin regulations. The application layer needs room to was triggered from Delhi. Kolkata Knight Riders using it widely. At least 10 AI products now bring in 2025, its ﬁrst proﬁtable year, and this could experiment, fail and improve until it ﬁnds were nudged to drop Bangladeshi pacer Mustaﬁ- in over $1 billion in annual recurring revenue, and rise to 67% by 2028 as infrastructure costs fall product-market ﬁt. But still, rules about zur Rahman from its squad, and this move un- 50 products make more than $100 million. and eﬃciency improves",148,931,False,Not Applicable,Not Applicable,Not Applicable
UPSC_0180_0_20260213,TH Delhi 04-02-2026 (1) (2) (1).pdf,". and eﬃciency improves. However, most of these competition, especially reviews of acquisitions leashed a catastrophic domino eﬀect on the Meta’s $2 billion purchase of Manus in proﬁts go to companies selling complete that prevent big companies from buying and championship. The omission was seen as a reac- December 2025 shows this shift. Manus, a solutions, not just raw computing power. shutting down potential rivals, are important. tion to the assault against Hindus in Bangladesh. Singapore startup, launched its AI agent just nine Private investors now have to decide which use The trend of acqui-hires (where startups are What India did not bargain for was the ﬁery months earlier and quickly reached $125 million cases will create the next wave of real value, not bought mainly for their staﬀ and then closed) reaction from Dhaka",135,838,False,Not Applicable,Not Applicable,Not Applicable
UPSC_0181_0_20260213,TH Delhi 04-02-2026 (1) (2) (1).pdf,". The Bangladesh Cricket in annual revenue by supplying a simple but just add a simple interface to ChatGPT without often leaves employees stranded and can hurt the Board cited security concerns and requested the eﬀective AI product that gets tasks done — not just real value. But solutions built for speciﬁc verticals energy and the innovation that the sector needs. International Cricket Council (ICC) to shift its four talks about them — thus proving both technical such as health care, law, ﬁnance and The Internet was not monetised by selling early games away from India. The ICC refused to ability and business success. AI proﬁts will manufacturing (those that are deeply integrated bandwidth. It was monetised by building budge and inevitably Scotland replaced Bangla- Investors want companies with real customers, come from real into workﬂows, use unique data, and become applications that made bandwidth valuable. AI desh in Group C. Pakistan’s reaction to this latest not just technology",159,997,False,Not Applicable,Not Applicable,Not Applicable
UPSC_0182_0_20260213,TH Delhi 04-02-2026 (1) (2) (1).pdf,". AI desh in Group C. Pakistan’s reaction to this latest not just technology. By the third quarter of 2025, applications essential to operations) are the businesses that will follow the same trajectory. development has been theatrical. That Bangla- desh, erstwhile East Pakistan, was carved out of Pakistan in 1971, remains a historical truth and it LETTERS TO THE EDITOR also strained ties between the two nations. Ho- wever, with the latest conservative turn in Ban- Tariﬀs reduced appears to have made the great democracies get back to the U.S. at any cost comes to dealing with Mr. political negativity. At a time gladeshi politics, with one former Prime Minister The decision by the U.S. U.S. clear its hazy vision. to normal. whatsoever. Trump, India needs to when economic diplomacy in asylum in India, Pakistan senses a pathway to President Donald Trump to A.V",144,868,False,Not Applicable,Not Applicable,Not Applicable
UPSC_0183_0_20260213,TH Delhi 04-02-2026 (1) (2) (1).pdf,". Narayanan, Kosaraju Chandramouli, Mani Nataraajan, remain ever vigilant and warrants institutional forge an ‘Islamist brotherhood’ with Dhaka. This, reduce the U.S.’s tariﬀ on Chennai Hyderabad Chennai tread with utmost caution restraint and strategic despite the reality of Bangladesh being formed India to 18% (Front page, while negotiating with sobriety, such personalised on the basis of linguistic nationalism thriving on February 3), all of a sudden, The development spells Frankly speaking, this The cryptic announcement Uncle Sam. The deal commentary trivialises the Bengali pride. In all this political slugfest involv- stems not from New Delhi’s hope and augurs well for nonagenarian quill-driver is by the U.S. comes as a appears to be shrouded in complexity of bilateral ing three neighbours, a championship is now decision to reduce oil the bilateral relationship of the opinion that India matter of immense relief, mystery and the negotiations",144,959,False,Not Applicable,Not Applicable,Not Applicable
UPSC_0184_0_20260213,TH Delhi 04-02-2026 (1) (2) (1).pdf,". It is widely caught in a needless crossﬁre. Perhaps, this is al- imports from Russia, which between the two countries. has been weak in dealing but marks yet another twist government must come up recognised that the Centre so a sobering lesson for the ICC and oﬃcial it had already committed to However, there is no clarity with the U.S. The American in the ‘blow hot, blow cold’ with a detailed/elaborate resisted the coercive trade broadcasters, who ensure that India and Pakistan the U.S. The perception is on whether the tariﬀ President is on cloud nine relations between the two explanation. architecture sought earlier are placed in the same group to guarantee games that it arises from the fact imposed for Russian oil proudly proclaiming that nations. However, the B. Suresh Kumar, by the Trump between the rivals so as to reap the resultant that New Delhi has entered purchases has been ‘we agreed to a trade deal’. caveats appear to be a Coimbatore administration. commercial windfall",168,996,False,Not Applicable,Not Applicable,Not Applicable
UPSC_0185_0_20260213,TH Delhi 04-02-2026 (1) (2) (1).pdf,". caveats appear to be a Coimbatore administration. commercial windfall. Sport and politics do mix, into an extensive and removed or not. But what sort of an glaring instance of direct N. Sadhasiva Reddy, especially in the subcontinent, and its pitfalls are exclusive trade agreement It is time that the America ‘amazing relationship’ is intervention in the internal The Opposition’s remark Bengaluru starkly evident. The ICC T20 World Cup awaits its with the European Union. administration removes the this? aﬀairs of our country. Given about the Prime Minister Letters emailed to start on February 7 while Asian solidarity lies in This agreement is a master tariﬀ hurdles and lets India can be a friend of the high degree of and the trade deal is jarring letters@thehindu.co.in tatters. stroke by New Delhi which relations between the two America but not a factotum unpredictability when it and emblematic of reﬂexive must carry the postal address",153,949,True,GS2,"Bilateral, regional and global groupings and agreements involving India and/or affecting India's interests","**What happened:** India has signed an exclusive trade agreement with the European Union, which is seen as a strategic move by New Delhi to enhance economic ties and remove tariff barriers. This agreement is part of India's broader strategy to strengthen its global trade relationships. **Static concept:** This relates to GS2 topics: international relations, trade agreements, and India's foreign policy. **Why it matters for UPSC:** This development can be analyzed in terms of its impact on India's trade policy, economic growth, and geopolitical strategy. It provides a case study for questions on India's approach to international trade and its efforts to balance relations with major global powers. **Possible question angle:** 'Discuss the implications of India's trade agreement with the European Union on its economic and geopolitical strategy.'"
UPSC_0185_1_20260213,TH Delhi 04-02-2026 (1) (2) (1).pdf,". caveats appear to be a Coimbatore administration. commercial windfall. Sport and politics do mix, into an extensive and removed or not. But what sort of an glaring instance of direct N. Sadhasiva Reddy, especially in the subcontinent, and its pitfalls are exclusive trade agreement It is time that the America ‘amazing relationship’ is intervention in the internal The Opposition’s remark Bengaluru starkly evident. The ICC T20 World Cup awaits its with the European Union. administration removes the this? aﬀairs of our country. Given about the Prime Minister Letters emailed to start on February 7 while Asian solidarity lies in This agreement is a master tariﬀ hurdles and lets India can be a friend of the high degree of and the trade deal is jarring letters@thehindu.co.in tatters. stroke by New Delhi which relations between the two America but not a factotum unpredictability when it and emblematic of reﬂexive must carry the postal address",153,949,False,Not Applicable,Not Applicable,Not Applicable
UPSC_0186_0_20260213,TH Delhi 04-02-2026 (1) (2) (1).pdf,". CM A ND-NDE YK THE HINDU Wednesday, February 4, 2026 Delhi 9 Opinion There is no case for scrapping MPLADS funds Why the BJP struggles in Tamil Nadu ecently, a controversy Tamil religiosity functions outside the ideological framework of the Sangh Parivar broke out over the use Sanjay Kumar questionable purposes. highlighting them. of MPLADS funds. The debate over the rationale of According to a report in Professor and Launched in December this scheme is not new. While October 2025, Sant Balbir Singh na system, nevertheless re- election analyst STATE OF PLAY mained a practising Hindu critics argue that MPLADS funds Seechewal (Rajya Sabha, Punjab) R1993, MPLADS, or Members of Parliament Local Area are poorly utilised and should be emerged as the top spender and even spoke against the Development Scheme, is a Central Arindam Kabir discontinued, supporters of the among Punjab’s Rajya Sabha MPs, B. Kolappan consumption of beef",151,937,True,GS2,Government policies and interventions for development in various sectors and issues arising out of their design and implementation.,"**What happened:** A controversy has arisen over the use of MPLADS funds, with debates on whether the scheme should be discontinued due to poor utilization. Sant Balbir Singh Seechewal, a Rajya Sabha MP from Punjab, was noted as the top spender among Punjab’s Rajya Sabha MPs. **Static concept:** This relates to GS2 topics: Government policies, MPLADS, and issues in policy implementation. **Why it matters for UPSC:** The MPLADS scheme is a recurring topic in discussions about the efficacy and accountability of government spending. It raises questions about decentralization, local governance, and the role of MPs in development. This can be used to discuss the balance between centralized and localized development efforts. **Possible question angle:** 'Critically evaluate the effectiveness of the MPLADS scheme in achieving its intended objectives and discuss whether it should be continued or scrapped.'"
UPSC_0187_0_20260213,TH Delhi 04-02-2026 (1) (2) (1).pdf,". Kolappan consumption of beef. These Sector Scheme fully funded by the scheme argue that funds should having utilised ₹9.34 crore of his kolappan.b@thehindu.co.in examples complicate any sim- Researcher with Government of India. It enables Lokniti-CSDS continue to be given as MPs need allocation of ₹14.72 crore (over plistic narrative that equates Members of Parliament to them for carrying out 63%). Mr. Seechewal had primarily n theory, Tamil Nadu anti-caste politics with a rejec- recommend developmental developmental work. utilised his funds to address water should have been fertile tion of religious belief. Harshvardhan projects focusing on creating scarcity in villages. ground for the BJP and What then worked against Singh Rathore I durable community assets (such Use of funds Iqra Choudhary, the Samajwadi the Sangh Parivar to take root",129,851,False,Not Applicable,Not Applicable,Not Applicable
UPSC_0188_0_20260213,TH Delhi 04-02-2026 (1) (2) (1).pdf,". the BJP — and continues to as roads, school buildings, and Student of Jindal The MPLAD Scheme enables each Party MP for Kairana, has been The State’s cultural landscape keep it at a distance in Tamil water facilities) in their School of MP to recommend developmental appreciated by many for includes the Bhakti move- Nadu — was the emergence of constituencies. International Aﬀairs projects worth ₹5 crore annually, maintaining a fully updated ment, temples, a vast body of itself has its roots in the histor- the AIADMK as a major politi- who is interning with usually within their own MPLADS proﬁle with geotagged devotional literature, and San- ical conﬂict between Brah- cal force. M.G. Ramachandran The case at hand Lokniti-CSDS constituency. According to data images. This exempliﬁes gam poetry that praises sever- mins and Vellalas. The Vella- (MGR), the founder of the Last month, the Bharatiya Janata from the live MPLADS dashboard transparency and enables a citizen al deities",160,988,True,GS2,Government policies and interventions for development in various sectors and issues arising out of their design and implementation.,"**What happened:** The MPLAD Scheme allows each Member of Parliament to recommend developmental projects worth ₹5 crore annually in their constituencies. The scheme's transparency is enhanced by maintaining a fully updated MPLADS profile with geotagged images, as shown by the live MPLADS dashboard data. **Static concept:** This relates to GS2 topics on government policies and interventions for development and transparency in governance. **Why it matters for UPSC:** The MPLAD Scheme is a critical area for questions on the effectiveness of constituency development funds, transparency, and accountability in public spending. It can be used as an example of how technology enhances transparency in governance. **Possible question angle:** 'Critically evaluate the effectiveness of the MPLAD Scheme in promoting local development and transparency in public spending.'"
UPSC_0189_0_20260213,TH Delhi 04-02-2026 (1) (2) (1).pdf,". Despite the rational- las, a land-holding community AIADMK, was a devoted fol- Party (BJP) alleged that three (mplads.mospi.gov.in), which is to easily verify what work was ist movement, a majority of with expertise in agriculture, lower of the goddess, Moo- Congress MPs from Rajasthan had updated as projects progress, done and where. the people are believers. Even were predominantly Shaivites. kambika, and popularised the misused the MPLADS funds. The during the ongoing 18th Lok In the 17th Lok Sabha, Tejasvi several politicians who bene- The intellectual foundation of deity across Tamil Nadu. Jaya- party claimed that Brijendra Singh Sabha, ₹5,486 crore has been Surya (Lok Sabha MP from the BJP ﬁted from ‘Periyar’ E.V. Rama- the Dravidian movement was lalithaa even sent bricks to Ola of Jhunjhunu had allocated ₹25 allocated for MPLADS funds",135,855,True,GS2,Parliamentary Committees and Funds,"**What happened:** The Bharatiya Janata Party (BJP) alleged that three Congress MPs from Rajasthan misused the Members of Parliament Local Area Development Scheme (MPLADS) funds. The BJP claimed that Brijendra Singh Ola of Jhunjhunu had allocated ₹25 crore under MPLADS, which is part of the ₹5,486 crore allocated during the 18th Lok Sabha. **Static concept:** This relates to GS2 topics: MPLADS, accountability in public expenditure, and parliamentary oversight. **Why it matters for UPSC:** This issue highlights the challenges of accountability and transparency in the use of public funds by elected representatives. It can be used to discuss the effectiveness and ethical considerations of MPLADS in promoting local development. **Possible question angle:** 'Critically examine the effectiveness of MPLADS in ensuring accountable and transparent use of public funds for local development.'"
UPSC_0190_0_20260213,TH Delhi 04-02-2026 (1) (2) (1).pdf,". Of representing Bengaluru South) samy’s Dravidian movement laid largely by educated Vella- Ayodhya for the construction lakh, Rahul Kaswan of Churu had this, ₹1,453.69 crore has been spent ₹19.36 crore, according to an continue to practise faith in las who were anti-Brahmin. of the Ram temple. In eﬀect, allocated ₹50 lakh, and Sanjana spent so far. Many developmental analysis by Bangalore Political their personal lives. In fact, The historian, A. R. Venka- they neutralised the BJP’s ap- Jatav of Bharatpur had allocated works are still under way. Action Committee",90,570,False,Not Applicable,Not Applicable,Not Applicable
UPSC_0191_0_20260213,TH Delhi 04-02-2026 (1) (2) (1).pdf,". Action Committee. By also asking the few leaders who remain tachalapathy, in Dravida Iyak- peal by occupying the space of ₹45 lakh for developmental work During the 17th Lok Sabha the highest number of questions committed to Periyar’s hard- kamum Vellalarum, notes that “soft Hindutva” within a Dra- in the Kaithal district of Haryana, (2019-2024), ₹4,837.87 crore was in the Lok Sabha, he emerged as a core ideology have been un- while several Vellala scholars vidian political framework. instead of utilising the funds for allocated for MPLADS funds, of top performer among Bengaluru able to persuade their own fa- supported the Self-Respect Had MGR remained within developmental work within their which ₹3,639.53 crore was city MPs. milies to follow it fully. Movement, they were furious the DMK, the absence of the constituencies in Rajasthan. This, reported as spent",139,873,False,Not Applicable,Not Applicable,Not Applicable
UPSC_0192_0_20260213,TH Delhi 04-02-2026 (1) (2) (1).pdf,". This, reported as spent. Of the total Abhishek Banerjee, the Yet, the BJP has failed to when the magazine Kudi Ara- AIADMK from the political the BJP argued, ran contrary to 96,211 works recommended to be Trinamool Congress MP from convert religious Hindus into su, run by Periyar, published a landscape might have enablede2145468 the core objective of MPLADS. It carried out, 41,143 were Diamond Harbour, was cited in a political Hindus in Tamil Na- series of articles ridiculing the the Congress to function as a e2145468 raised concerns about the completed. While nearly half the report for having the highest du. This is because the socio- Periyapuranam, the poetic ha- viable opposition and even appropriateness of allocating works were not completed, 75.23% number of project completions religious tradition of the re- giography of the 63 Shaivite capture power. In such a sce- public funds across State of the allocated budget was spent. among West Bengal MPs",158,968,False,Not Applicable,Not Applicable,Not Applicable
UPSC_0193_0_20260213,TH Delhi 04-02-2026 (1) (2) (1).pdf,". In such a sce- public funds across State of the allocated budget was spent. among West Bengal MPs. He gion — from the Bhakti move- saints. This episode reveals nario, the BJP could have boundaries. The party further The share of the total allocated completed 173 works and spent ment to the Self-Respect the limits of Vellala support more easily displaced the Con- alleged that the allocations were budget that remained unspent ₹6.13 crore. Movement — has been deeply for radical rationalism when it gress and occupied that space. politically motivated, as Kaithal is could be attributed to inactivity anti-Brahmin and hostile to encroached upon Shaivite de- Instead, the AIADMK fore- the Assembly constituency of during at least two years of the No case for discontinuation Brahminical rituals and San- votional tradition. In its early closed this possibility, leaving Aditya Surjewala, son of Congress COVID-19 pandemic. There is therefore no case for skritic modes of worship",157,980,False,Not Applicable,Not Applicable,Not Applicable
UPSC_0194_0_20260213,TH Delhi 04-02-2026 (1) (2) (1).pdf,". There is therefore no case for skritic modes of worship. years, the DMK itself was deri- the BJP without a clear ideo- leader and Rajya Sabha MP The data suggest that the discontinuing the MPLADS There has also long been re- sively referred to as the Dravi- logical or electoral opening. Randeep Singh Surjewala. MPLADS funds were used well in Scheme or for rethinking or sistance among Tamils to da Mudaliar Kazhagam — a By preferring a status quo The Congress rejected this previous years as well. During the reducing the amounts. A better viewing themselves primarily criticism of the strong pre- approach to the caste system, charge of impropriety. Mr. Ola said 16th Lok Sabha (2014-2019), only approach for improvement would through the homogenising ca- sence of Mudaliars, a com- the BJP has failed to reﬂect the that the allocations were made 8.7% funds remained unused. In be to organise short workshops tegory of ‘Hindu’. Internal sec- munity ranked just below ethos of Tamil Nadu",167,991,False,Not Applicable,Not Applicable,Not Applicable
UPSC_0195_0_20260213,TH Delhi 04-02-2026 (1) (2) (1).pdf,". Internal sec- munity ranked just below ethos of Tamil Nadu. When within the framework of existing the 15th Lok Sabha (2009-2014), with consultants, where MPs are tarian identities have often Brahmins in the traditional so- there were demands for per- MPLADS guidelines (2023), which this share was was much lower guided on how to eﬀectively utilise been stronger than any pan- cial hierarchy, in the party. forming pujas in Tamil and for state that elected MPs can (3.47%). And in the 14th Lok Sabha their MPLADS funds for Hindu consciousness. The Su- Alongside these develop- the appointment of non-Brah- recommend eligible works up to a (2004-2009), only 0.99% development purposes. preme Court’s decision to ap- ments, a distinct intellectual mins as priests, BJP leaders limit of ₹50 lakh in a ﬁnancial year While some MPs remained unused. After all, MPs know the point a retired judge to me- tradition emerged among the opposed them",155,939,False,Not Applicable,Not Applicable,Not Applicable
UPSC_0196_0_20260213,TH Delhi 04-02-2026 (1) (2) (1).pdf,". After all, MPs know the point a retired judge to me- tradition emerged among the opposed them. outside their constituency/State, may not have While it is true that some MPs importance of utilising MPLADS diate the Vadakalai-Tenkalai Scheduled Castes (SCs) in Ta- The BJP-led Central govern- except in cases of natural been able to use may not have been able to use funds. Expenditure on dispute among Vaishnavites at mil Nadu. Pandit Iyothee ment has also failed to proac- calamities. (In the event of a their MPLADS their MPLADS funds to the fullest developmental projects within the Varadaraja Perumal Tem- Thass was a formidable scho- tively implement major deve- “calamity of severe nature” in any capacity for developmental work, their constituencies addresses ple in Kanchipuram under- lar who articulated a radical lopment schemes in the State. funds to the part of the country, an MP can that cannot be treated as the local needs and gives them lines this fragmentation",161,979,False,Not Applicable,Not Applicable,Not Applicable
UPSC_0197_0_20260213,TH Delhi 04-02-2026 (1) (2) (1).pdf,". The critique of caste and religion. It has been unable to turn the fullest capacity, recommend works up to a dominant trend. In fact, there are political beneﬁts. And it is when antagonism between Shaivites Another prominent SC leader, tables on the Dravidian par- that cannot be maximum of ₹1 crore.) He also notable examples of MPs who people truly beneﬁt that MPs have and Vaishnavites has been no Swami Sahajananda, while ties, which have a strong or- accused BJP MPs of having treated as the have fully utilised their MPLADS a greater chance of getting less intense. aware that the core structure ganisational base and deep previously used MPLAD funds for dominant trend allocations and it is worth re-elected. The Dravidian movement of Hinduism rested on the var- cultural legitimacy",132,791,False,Not Applicable,Not Applicable,Not Applicable
UPSC_0198_0_20260213,TH Delhi 04-02-2026 (1) (2) (1).pdf,". The Dravidian movement of Hinduism rested on the var- cultural legitimacy. Has the 16th Finance Commission sidelined the States? FROM THE ARCHIVES Despite a rare consensus among States, the Commission has aligned with the Centre’s priorities FIFTY YEARS AGO FEBRUARY 4, 1976 collected. Notably, the 16th FC has First, the FC notes that the Con- ‘Wages by cheque will keep DATA POINT stitution does not permit a cap also come to the same conclusion: on away lenders’ cesses and surcharges. It argues “In 2011-12, this non-shareable por- Vignesh Radhakrishnan tion of revenues was 1.1% of GDP, that the Centre requires these Sambavi Parthasarathy and the divisible pool was 9.1%. By funds for emergencies such as war, New Delhi, Feb 2: The Union Labour Minister, 2023-24, the non-shareable por- famine, and pandemics, conclud- Mr. K.V",135,834,True,GS2,Devolution of powers and finances up to local levels and challenges therein,"**What happened:** The 16th Finance Commission has been noted to align with the Centre's priorities, despite a consensus among States. It highlights the constitutional limitations on cesses and surcharges, emphasizing the need for funds for emergencies like war, famine, and pandemics. The non-shareable portion of revenues has increased from 1.1% of GDP in 2011-12 to a higher percentage by 2023-24.

**Static concept:** This relates to GS2 topics: devolution of financial resources, fiscal federalism, and the role of Finance Commissions in India.

**Why it matters for UPSC:** This topic is crucial for understanding the dynamics of fiscal federalism in India, the role of Finance Commissions, and the balance of financial powers between the Centre and States. It raises debates on the adequacy of state resources and the implications of central financial policies on state autonomy.

**Possible question angle:** 'Critically analyze the impact of the 16th Finance Commission's recommendations on the financial autonomy of Indian States.'"
UPSC_0199_0_20260213,TH Delhi 04-02-2026 (1) (2) (1).pdf,". K.V. Raghunatha Reddy, told the Lok Sabha he 16th Finance Commis- tion had expanded to 2.2% of GDP ing that imposing a limit would be to-day that the Government would look into the sion (FC)’s vertical devolu- while the divisible pool stood at “imprudent”. Interestingly, the FC question of opening branches of banks in tion recommendations 9.4%.” simultaneously acknowledges that colliery areas, tea gardens and other places to T prioritise the needs of the Centre Further evidence of this is also long-term reliance on these levies help workers encash their wage cheques. over the realities of States. By seen in Charts 2A and 2B which is “undesirable”, warning that if Mr",112,676,True,GS3,Finance Commission and Centre-State financial relations,"**What happened:** The government is considering the 16th Finance Commission's recommendations on vertical devolution, which currently stands at 2.2% of GDP, with the divisible pool at 9.4%. The Finance Commission highlights the need to balance the Centre's priorities with state realities and warns against long-term reliance on certain levies. **Static concept:** This connects to GS3 topics on the Finance Commission's role in Centre-State financial relations and fiscal federalism. **Why it matters for UPSC:** This issue is significant for discussions on fiscal federalism, the balance of financial power between the Centre and States, and the implications of Finance Commission recommendations on state economies. It can be used to analyze the effectiveness of fiscal devolution and the challenges in implementing Finance Commission recommendations. **Possible question angle:** 'Critically analyze the implications of the 16th Finance Commission's recommendations on vertical devolution for Centre-State financial relations in India.'"
UPSC_0200_0_20260213,TH Delhi 04-02-2026 (1) (2) (1).pdf,". By seen in Charts 2A and 2B which is “undesirable”, warning that if Mr. Reddy, who was replying to the debate on merely acknowledging, rather are based on absolute collections the Centre continues to favour the Payment of Wages (Amendment) Bill, than heeding, States’ ﬁscal pres- data presented in Parliament on them, it may “lose interest in stan- assured members that payment of wages by sures, the FC has taken a distinctly Tuesday. The money collected as dard instruments of taxation”, an cheque as provided for in the Bill would be conservative stance. cesses by the Centre — excluding outcome detrimental to States’ in- purely voluntary. No employer could make To grasp the underlying ten- GST compensation cess — in- terests. Furthermore, the FC payment by cheque without the authorisation of sions, we must ﬁrst look deeper in- creased from ₹44,688 crore in points to “recent shifts in the exter- the employee. to the structural issues",157,945,True,GS2,Federalism: Centre-State Relations,"**What happened:** During a parliamentary debate, Mr. Reddy addressed concerns regarding the Payment of Wages (Amendment) Bill, stating that payment by cheque would be voluntary and require employee authorization. Additionally, there was a discussion on the Centre's fiscal approach, with warnings that favoring central collections over state interests could undermine standard taxation instruments, potentially harming state interests. **Static concept:** This relates to GS2 topics on federalism, particularly the financial relations between the Centre and States, and the role of Finance Commissions. **Why it matters for UPSC:** This situation highlights ongoing tensions in Centre-State financial relations and the implications of central fiscal policies on state autonomy. It can be used to discuss the balance of power in federal structures and the role of Finance Commissions in addressing fiscal imbalances. **Possible question angle:** 'Discuss the implications of central fiscal policies on state autonomy in India, with reference to recent debates on the Payment of Wages (Amendment) Bill and Finance Commission recommendations.'"
